gate_id,floor_sens_max,residual_ess_min,floor_share_max,max_weight_share_max,score_tail_max,veto_floor_sens_max,veto_floor_share_min,veto_residual_ess_max,veto_score_tail_min,dataset,method,reps,ref_mse,current_mse,gated_mse,current_gain,gated_gain,gated_gain_ci_low,gated_gain_ci_high,gated_minus_current_gain,current_activation,gated_activation,gamma_change_rate,current_gate_pass_rate,current_harm_rate,gated_harm_rate,mean_current_max_ratio,mean_current_ess_share,mean_allowed_count,significance_class
floor_sens_le_0.25_floor_share_le_0.05,0.25,0.0,0.05,1.0,inf,-inf,inf,inf,-inf,Twins,aipw,384,0.003642474603758659,0.0036299034485223116,0.003642474603758659,0.003451267779156386,0.0,nan,nan,-0.003451267779156386,0.0234375,0.0,0.0234375,0.0,0.010416666666666666,0.0,19.638120011367942,0.015985156202141037,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.05,0.25,0.0,0.05,1.0,inf,-inf,inf,inf,-inf,Twins,ctmle,384,0.003615671348499954,0.003615671348499954,0.003615671348499954,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.334845950745683,0.20476693387866443,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.05,0.25,0.0,0.05,1.0,inf,-inf,inf,inf,-inf,Twins,cui_selective_ml,384,0.007727737616558508,0.0064519392455177705,0.0064523567728495745,0.1650933862333832,0.16503935653510393,nan,nan,-5.4029698279278726e-05,0.5677083333333334,0.5494791666666666,0.018229166666666668,0.9192708333333334,0.22395833333333334,0.21354166666666666,13.902067101953895,0.15937304481809061,3.7578125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.05,0.25,0.0,0.05,1.0,inf,-inf,inf,inf,-inf,Twins,ma_dr_bc,384,0.019018947263564408,0.019000458248722846,0.019018947263564408,0.0009721366059509684,0.0,nan,nan,-0.0009721366059509684,0.0234375,0.0,0.0234375,0.0,0.0078125,0.0,17.85563155774383,0.015985156202141037,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.05,0.25,0.0,0.05,1.0,inf,-inf,inf,inf,-inf,Twins,tmle,384,0.0030680342474549947,0.0030768336018520185,0.0030680342474549947,-0.0028680756755967707,0.0,nan,nan,0.0028680756755967707,0.018229166666666668,0.0,0.018229166666666668,0.0,0.010416666666666666,0.0,19.49327228421593,0.015985156202141037,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,aipw,384,0.005814973099769235,0.005760255804294924,0.005814973099769235,0.009409724608439252,0.0,nan,nan,-0.009409724608439252,0.08854166666666667,0.0,0.08854166666666667,0.0,0.0390625,0.0,15.866103527899563,0.03327769854876828,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,ctmle,384,0.004524202624720051,0.0045209843596300875,0.004524202624720051,0.0007113441542999643,0.0,nan,nan,-0.0007113441542999643,0.005208333333333333,0.0,0.005208333333333333,0.0,0.0026041666666666665,0.0,5.945768887632003,0.1858509813541124,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,cui_selective_ml,384,0.0040312403740951795,0.003993125690821703,0.003993125690821703,0.009454827729549975,0.009454827729549975,nan,nan,0.0,0.2734375,0.2734375,0.0,1.0,0.13802083333333334,0.13802083333333334,11.394432563802903,0.16212869390580917,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,ma_dr_bc,384,0.015787916971935077,0.015685557871538493,0.015787916971935077,0.006483382233295143,0.0,nan,nan,-0.006483382233295143,0.08854166666666667,0.0,0.08854166666666667,0.0,0.033854166666666664,0.0,16.012569013363677,0.03327769854876828,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,tmle,384,0.0038161074334450637,0.0038339865753102263,0.003820200178400727,-0.004685177809321317,-0.0010724920686964179,nan,nan,0.003612685740624899,0.0625,0.005208333333333333,0.057291666666666664,0.049479166666666664,0.0390625,0.005208333333333333,15.797033037470923,0.03327769854876828,1.1484375,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,aipw,384,0.005046479628264962,0.004957127818158006,0.005046479628264962,0.01770577049523847,0.0,nan,nan,-0.01770577049523847,0.09375,0.0,0.09375,0.0,0.033854166666666664,0.0,15.651046147909334,0.0337702210412875,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,ctmle,384,0.004044459664837549,0.004044459664837549,0.004044459664837549,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993079573562315,0.18606763704422316,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,cui_selective_ml,384,0.003780508425213752,0.003726742692184962,0.003726742692184962,0.014221826003667726,0.014221826003667726,nan,nan,0.0,0.2604166666666667,0.2604166666666667,0.0,1.0,0.109375,0.109375,11.825267275521782,0.1511513346828737,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,ma_dr_bc,384,0.014999762473209282,0.014912186637744428,0.014999762473209282,0.005838481484041647,0.0,nan,nan,-0.005838481484041647,0.09375,0.0,0.09375,0.0,0.044270833333333336,0.0,15.7402362282389,0.0337702210412875,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,tmle,384,0.0032939294584331783,0.0032529214182830586,0.0032939294584331783,0.01244958055951384,0.0,nan,nan,-0.01244958055951384,0.06770833333333333,0.0,0.06770833333333333,0.0026041666666666665,0.018229166666666668,0.0,15.659613662388475,0.0337702210412875,1.0078125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,IHDP,aipw,384,0.0038845977052279616,0.003737435525433159,0.0038845977052279616,0.0378835058252619,0.0,nan,nan,-0.0378835058252619,0.15104166666666666,0.0,0.15104166666666666,0.0026041666666666665,0.046875,0.0,17.285684141002577,0.023213380203173043,1.0078125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,IHDP,ctmle,384,0.0038118062235042573,0.0038118062235042573,0.0038118062235042573,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.299049728061848,0.2441133970230878,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,IHDP,cui_selective_ml,384,0.004500250778252562,0.0044759395559262,0.0044759395559262,0.005402192794198513,0.005402192794198513,nan,nan,0.0,0.046875,0.046875,0.0,1.0,0.020833333333333332,0.020833333333333332,11.321537429332016,0.14387645699575843,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,IHDP,ma_dr_bc,384,0.013224335525527556,0.012781861376177532,0.013224335525527556,0.03345908370941553,0.0,nan,nan,-0.03345908370941553,0.15104166666666666,0.0,0.15104166666666666,0.0,0.057291666666666664,0.0,16.800446031749043,0.023213380203173043,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,IHDP,tmle,384,0.002728142693305145,0.002642150464355123,0.0027267090136844398,0.031520429323966925,0.0005255148948856148,nan,nan,-0.03099491442908131,0.13802083333333334,0.010416666666666666,0.12760416666666666,0.036458333333333336,0.046875,0.0078125,17.13594056118575,0.023213380203173043,1.109375,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,aipw,768,39.41190360268754,29.34983332444519,39.41190360268754,0.2553053610319955,0.0,nan,nan,-0.2553053610319955,0.6432291666666666,0.0,0.6432291666666666,0.0,0.23697916666666666,0.0,9.122047126067793,0.07852925356309387,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,ctmle,768,8.160419211359553,7.373208045760393,8.160419211359553,0.09646700067851155,0.0,nan,nan,-0.09646700067851155,0.7942708333333334,0.0,0.7942708333333334,0.0,0.25390625,0.0,3.6986592951035626,0.2598806904778527,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,cui_selective_ml,768,6.433616892014606,5.334175499619669,5.334175499619669,0.17089009352726015,0.17089009352726015,nan,nan,0.0,0.4830729166666667,0.4830729166666667,0.0,1.0,0.18880208333333334,0.18880208333333334,5.095522453389308,0.09991421071261498,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,ma_dr_bc,768,31.454083030420282,27.376840266459222,31.454083030420282,0.12962523053105135,0.0,nan,nan,-0.12962523053105135,0.6432291666666666,0.0,0.6432291666666666,0.0,0.23307291666666666,0.0,8.237262685589878,0.07852925356309387,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,tmle,768,6.70700976653455,8.141866885435547,6.7175569008181535,-0.21393395400441984,-0.0015725538877593426,nan,nan,0.2123614001166605,0.5989583333333334,0.00390625,0.5950520833333334,0.006510416666666667,0.33203125,0.0026041666666666665,9.041010171956886,0.07852925356309387,1.01953125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Twins,aipw,384,0.003642474603758659,0.0036299034485223116,0.003642474603758659,0.003451267779156386,0.0,nan,nan,-0.003451267779156386,0.0234375,0.0,0.0234375,0.0,0.010416666666666666,0.0,19.638120011367942,0.015985156202141037,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Twins,ctmle,384,0.003615671348499954,0.003615671348499954,0.003615671348499954,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.334845950745683,0.20476693387866443,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Twins,cui_selective_ml,384,0.007727737616558508,0.0064519392455177705,0.0064519392455177705,0.1650933862333832,0.1650933862333832,nan,nan,0.0,0.5677083333333334,0.5677083333333334,0.0,1.0,0.22395833333333334,0.22395833333333334,13.902067101953895,0.15937304481809061,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Twins,ma_dr_bc,384,0.019018947263564408,0.019000458248722846,0.019018947263564408,0.0009721366059509684,0.0,nan,nan,-0.0009721366059509684,0.0234375,0.0,0.0234375,0.0,0.0078125,0.0,17.85563155774383,0.015985156202141037,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.1,0.25,0.0,0.1,1.0,inf,-inf,inf,inf,-inf,Twins,tmle,384,0.0030680342474549947,0.0030768336018520185,0.0030680342474549947,-0.0028680756755967707,0.0,nan,nan,0.0028680756755967707,0.018229166666666668,0.0,0.018229166666666668,0.0,0.010416666666666666,0.0,19.49327228421593,0.015985156202141037,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,aipw,384,0.005814973099769235,0.005760255804294924,0.005814973099769235,0.009409724608439252,0.0,nan,nan,-0.009409724608439252,0.08854166666666667,0.0,0.08854166666666667,0.0026041666666666665,0.0390625,0.0,15.866103527899563,0.03327769854876828,1.0078125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,ctmle,384,0.004524202624720051,0.0045209843596300875,0.004524202624720051,0.0007113441542999643,0.0,nan,nan,-0.0007113441542999643,0.005208333333333333,0.0,0.005208333333333333,0.0,0.0026041666666666665,0.0,5.945768887632003,0.1858509813541124,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,cui_selective_ml,384,0.0040312403740951795,0.003993125690821703,0.003993125690821703,0.009454827729549975,0.009454827729549975,nan,nan,0.0,0.2734375,0.2734375,0.0,1.0,0.13802083333333334,0.13802083333333334,11.394432563802903,0.16212869390580917,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,ma_dr_bc,384,0.015787916971935077,0.015685557871538493,0.015787916971935077,0.006483382233295143,0.0,nan,nan,-0.006483382233295143,0.08854166666666667,0.0,0.08854166666666667,0.0,0.033854166666666664,0.0,16.012569013363677,0.03327769854876828,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,tmle,384,0.0038161074334450637,0.0038339865753102263,0.0038200172507581727,-0.004685177809321317,-0.00102455640500132,nan,nan,0.003660621404319997,0.0625,0.018229166666666668,0.044270833333333336,0.23177083333333334,0.0390625,0.0078125,15.797033037470923,0.03327769854876828,1.6953125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,aipw,384,0.005046479628264962,0.004957127818158006,0.005046479628264962,0.01770577049523847,0.0,nan,nan,-0.01770577049523847,0.09375,0.0,0.09375,0.0078125,0.033854166666666664,0.0,15.651046147909334,0.0337702210412875,1.0234375,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,ctmle,384,0.004044459664837549,0.004044459664837549,0.004044459664837549,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.993079573562315,0.18606763704422316,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,cui_selective_ml,384,0.003780508425213752,0.003726742692184962,0.003726742692184962,0.014221826003667726,0.014221826003667726,nan,nan,0.0,0.2604166666666667,0.2604166666666667,0.0,1.0,0.109375,0.109375,11.825267275521782,0.1511513346828737,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,ma_dr_bc,384,0.014999762473209282,0.014912186637744428,0.014999762473209282,0.005838481484041647,0.0,nan,nan,-0.005838481484041647,0.09375,0.0,0.09375,0.0,0.044270833333333336,0.0,15.7402362282389,0.0337702210412875,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,tmle,384,0.0032939294584331783,0.0032529214182830586,0.0032932203667309294,0.01244958055951384,0.00021527227926310122,nan,nan,-0.012234308280250739,0.06770833333333333,0.015625,0.052083333333333336,0.2526041666666667,0.018229166666666668,0.005208333333333333,15.659613662388475,0.0337702210412875,1.7578125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,IHDP,aipw,384,0.0038845977052279616,0.003737435525433159,0.0038845977052279616,0.0378835058252619,0.0,nan,nan,-0.0378835058252619,0.15104166666666666,0.0,0.15104166666666666,0.0078125,0.046875,0.0,17.285684141002577,0.023213380203173043,1.0234375,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,IHDP,ctmle,384,0.0038118062235042573,0.0038118062235042573,0.0038118062235042573,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.299049728061848,0.2441133970230878,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,IHDP,cui_selective_ml,384,0.004500250778252562,0.0044759395559262,0.0044759395559262,0.005402192794198513,0.005402192794198513,nan,nan,0.0,0.046875,0.046875,0.0,1.0,0.020833333333333332,0.020833333333333332,11.321537429332016,0.14387645699575843,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,IHDP,ma_dr_bc,384,0.013224335525527556,0.012781861376177532,0.013224335525527556,0.03345908370941553,0.0,nan,nan,-0.03345908370941553,0.15104166666666666,0.0,0.15104166666666666,0.0,0.057291666666666664,0.0,16.800446031749043,0.023213380203173043,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,IHDP,tmle,384,0.002728142693305145,0.002642150464355123,0.002726492178379171,0.031520429323966925,0.0006049958200589067,nan,nan,-0.03091543350390802,0.13802083333333334,0.018229166666666668,0.11979166666666667,0.11979166666666667,0.046875,0.010416666666666666,17.13594056118575,0.023213380203173043,1.359375,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,aipw,768,39.41190360268754,29.34983332444519,39.421042447600506,0.2553053610319955,-0.0002318803223790855,nan,nan,-0.2555372413543746,0.6432291666666666,0.0026041666666666665,0.640625,0.0026041666666666665,0.23697916666666666,0.0026041666666666665,9.122047126067793,0.07852925356309387,1.0078125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,ctmle,768,8.160419211359553,7.373208045760393,8.160419211359553,0.09646700067851155,0.0,nan,nan,-0.09646700067851155,0.7942708333333334,0.0,0.7942708333333334,0.0,0.25390625,0.0,3.6986592951035626,0.2598806904778527,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,cui_selective_ml,768,6.433616892014606,5.334175499619669,5.334175499619669,0.17089009352726015,0.17089009352726015,nan,nan,0.0,0.4830729166666667,0.4830729166666667,0.0,1.0,0.18880208333333334,0.18880208333333334,5.095522453389308,0.09991421071261498,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,ma_dr_bc,768,31.454083030420282,27.376840266459222,31.454083030420282,0.12962523053105135,0.0,nan,nan,-0.12962523053105135,0.6432291666666666,0.0,0.6432291666666666,0.0,0.23307291666666666,0.0,8.237262685589878,0.07852925356309387,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Kang-Schafer,tmle,768,6.70700976653455,8.141866885435547,7.2551642649733665,-0.21393395400441984,-0.08172859702305812,nan,nan,0.1322053569813617,0.5989583333333334,0.1953125,0.4036458333333333,0.3567708333333333,0.33203125,0.10286458333333333,9.041010171956886,0.07852925356309387,2.0703125,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Twins,aipw,384,0.003642474603758659,0.0036299034485223116,0.003642474603758659,0.003451267779156386,0.0,nan,nan,-0.003451267779156386,0.0234375,0.0,0.0234375,0.005208333333333333,0.010416666666666666,0.0,19.638120011367942,0.015985156202141037,1.015625,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Twins,ctmle,384,0.003615671348499954,0.003615671348499954,0.003615671348499954,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.334845950745683,0.20476693387866443,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Twins,cui_selective_ml,384,0.007727737616558508,0.0064519392455177705,0.0064519392455177705,0.1650933862333832,0.1650933862333832,nan,nan,0.0,0.5677083333333334,0.5677083333333334,0.0,1.0,0.22395833333333334,0.22395833333333334,13.902067101953895,0.15937304481809061,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Twins,ma_dr_bc,384,0.019018947263564408,0.019000458248722846,0.019018947263564408,0.0009721366059509684,0.0,nan,nan,-0.0009721366059509684,0.0234375,0.0,0.0234375,0.0,0.0078125,0.0,17.85563155774383,0.015985156202141037,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_0.2,0.25,0.0,0.2,1.0,inf,-inf,inf,inf,-inf,Twins,tmle,384,0.0030680342474549947,0.0030768336018520185,0.0030680342474549947,-0.0028680756755967707,0.0,nan,nan,0.0028680756755967707,0.018229166666666668,0.0,0.018229166666666668,0.0859375,0.010416666666666666,0.0,19.49327228421593,0.015985156202141037,1.2578125,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,aipw,384,0.005814973099769235,0.005760255804294924,0.005814973099769235,0.009409724608439252,0.0,nan,nan,-0.009409724608439252,0.08854166666666667,0.0,0.08854166666666667,0.0026041666666666665,0.0390625,0.0,15.866103527899563,0.03327769854876828,1.0078125,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,ctmle,384,0.004524202624720051,0.0045209843596300875,0.004524202624720051,0.0007113441542999643,0.0,nan,nan,-0.0007113441542999643,0.005208333333333333,0.0,0.005208333333333333,0.013020833333333334,0.0026041666666666665,0.0,5.945768887632003,0.1858509813541124,1.0390625,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,cui_selective_ml,384,0.0040312403740951795,0.003993125690821703,0.003993125690821703,0.009454827729549975,0.009454827729549975,nan,nan,0.0,0.2734375,0.2734375,0.0,1.0,0.13802083333333334,0.13802083333333334,11.394432563802903,0.16212869390580917,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,ma_dr_bc,384,0.015787916971935077,0.015685557871538493,0.015787916971935077,0.006483382233295143,0.0,nan,nan,-0.006483382233295143,0.08854166666666667,0.0,0.08854166666666667,0.0,0.033854166666666664,0.0,16.012569013363677,0.03327769854876828,1.0,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2016,tmle,384,0.0038161074334450637,0.0038339865753102263,0.0038200172507581727,-0.004685177809321317,-0.00102455640500132,nan,nan,0.003660621404319997,0.0625,0.018229166666666668,0.044270833333333336,0.23177083333333334,0.0390625,0.0078125,15.797033037470923,0.03327769854876828,1.6953125,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,aipw,384,0.005046479628264962,0.004957127818158006,0.005046479628264962,0.01770577049523847,0.0,nan,nan,-0.01770577049523847,0.09375,0.0,0.09375,0.0078125,0.033854166666666664,0.0,15.651046147909334,0.0337702210412875,1.0234375,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,ctmle,384,0.004044459664837549,0.004044459664837549,0.004044459664837549,0.0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.018229166666666668,0.0,0.0,5.993079573562315,0.18606763704422316,1.0546875,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,cui_selective_ml,384,0.003780508425213752,0.003726742692184962,0.003726742692184962,0.014221826003667726,0.014221826003667726,nan,nan,0.0,0.2604166666666667,0.2604166666666667,0.0,1.0,0.109375,0.109375,11.825267275521782,0.1511513346828737,4.0,crosses_zero
floor_sens_le_0.25_floor_share_le_1,0.25,0.0,1.0,1.0,inf,-inf,inf,inf,-inf,ACIC 2017,ma_dr_bc,384,0.014999762473209282,0.014912186637744428,0.014999762473209282,0.005838481484041647,0.0,nan,nan,-0.005838481484041647,0.09375,0.0,0.09375,0.0,0.044270833333333336,0.0,15.7402362282389,0.0337702210412875,1.0,crosses_zero
